title,rating,body,len,clean_review
Good for budget buyers,5,Good if you have limited budget of this price range. Otherwise some other models are better. Smoothness of scrolling is not good as compare to higher model,155,good limited budget price range model well smoothness scroll good compare high model
Worst service by Amazon,1,"With in the day the phone has many problems,hanging,low battery performance,So i decided to return my order,but the amazon service was worst,they r not come to pick up the phone from the last 35 days and the phone was unused and it is packed,Amazon not showed any schedule to pickup.worst service",296,day phone problem hang low battery performance decide return order amazon service bad r come pick phone day phone unused pack amazon show schedule service
Valur for money,4,"The media could not be loaded.
                




   Mobile is Good and value for money.Weakness - Speaker is not much loudDisplay is good not very Good..in this price segment.",178,medium load mobile good value speaker louddisplay good good price segment
Long running phone,5,After 2 months usage. My honest reviewPros:1. performance is op2. 8nm processor and 6000mah battery life is very nice3. Fingerprint and display is very goodCons:Only con is camera is very bad in low light.... But camera is not my priorityYou can go with it if you are a medium user,281,month usage honest performance nm processor battery life fingerprint display goodcon con camera bad low light camera priorityyou medium user
Bad Display & Camera Quality,2,"I recommend not to buy.Samsung downgraded all the Processor, Display, Camera.Its doesn't seems like a Samsung phone.Other phones like Xioami, Redmi, Vivo, Oppo are better than this at this price.",195,recommend downgrade processor display like samsung phone like xioami redmi vivo oppo well price
From day one touch not working and still not resolved.,2,"From day one touch not working and still now same issue. Cost and features are good but, camera quality not impressive, most of the time touch not working, seems in this model have issue with the touch, specifically when you start using you will observed. Avoid purchasing this model. I am planning to exchange this phone.",322,day touch work issue cost feature good camera quality impressive time touch work model issue touch specifically start observe avoid purchase model plan exchange phone
Very Good Mobile,5,Delivered in time. pack intact. Performance seems to be very good. Camera features are very good. It is worth buying!!,118,deliver time pack intact performance good camera feature good worth buy
Not impressive....at all,2,"Pathetic experience, 1st one received eith scraches,then have to replaced,have heating issue,charger is very poor ,need 3 and half hours for full charge.....",157,pathetic experience receive eith scrache replace heating issue charger poor need half hour charge
Camera lens damaged after 2 days of use,1,After receiving the phone front camera lens is damaged after so much trouble and complaint made at samsung service centre i got my phone repaired after 2 monthsTotal failure phone,179,receive phone camera lens damage trouble complaint samsung service centre get phone repair monthstotal failure phone
Go for it...,5,"Amazon great Indian festival  sale price 9499 and after using credit card I got 10 percent off....Mobile is not come with case and screen guard  so I have to buy it separately...including  all accessories  it cost me 8000....so I think it's a good deal...4 64 90hz refresh rate,48 mgpxl,6000 may....same like f12 ..Thanks Amazon",328,amazon great indian festival sale price credit card get percent mobile come case screen guard buy separately include accessory cost think good deal refresh like thank amazon
DONT BUY THIS MOBILE(Facing issue while on switch on mobile.),1,"I dont know what is it, but when i switch on my phone and put password it going switch off Automatically. I don't see this issue first few days but within month i'm facing this issue and this happen again and again. And my bad luck is am not able to return it because of return policy was expire. 😡😡😡🤬🤬",302,not know switch phone password go switch automatically issue day month face issue happen bad luck able return return policy expire
"Feel cheated, does not feel it's Samsung",2,"I bought this assuming a Samsung mobile, but its just a ripoff of some cheap mobiles available. Extremely heavy and sometimes even gets hot. Even the glass is not smooth as it used to be Great features but then those are available in cheap variants as well. Changed my rating after using it for a few months",307,buy assume samsung mobile ripoff cheap mobile available extremely heavy get hot glass smooth great feature available cheap variant change rating month
Better options available here than this.,2,"Not so good, just average.Even it's getting hot while calling someone, i don't know samsung m 12 follows or not SAR regulations.But i just want a non Chinese phone so i bought this, but there more options available here in samsung and others.And also a better option is Micromax (part -2).",289,good get hot call know samsung m follow sar want non chinese phone buy option available samsung well option micromax
Be careful,3,"For First time I got used phone from Samsung dealer.I can see seal is broken will open the package,few app are installed and used. In Amzon it is new launch but i got used product. I got mobile on 17/10/21. But i can see it is used by someone in before week.  Share the pic of data usage. May I know its republish product",321,time get phone samsung seal break open package app instal amzon new launch get product get mobile week share pic datum usage know republish product
Better phones available,4,"A good phone for someone who knows the samsungs ui, or els much better phone available in the market. The only issue with the phone is that it does not support the 5ghz band of wifi routers.",190,good phone know samsung ui el well phone available market issue phone support band wifi router
Beast at best price,5,"The media could not be loaded.
                




   Good phone at this price segment... We love samsung from the beginning and hence choose to get this mobile again as usual samsung is best for its camera, battery and processorKeep giving such budget phones to people",270,medium load good phone price segment love samsung beginning choose mobile usual samsung good camera battery processorkeep give budget phone people
Battery life excellent 👌,4,Battery 🔋support is awesome 👌 once charged will last for 1.5 days.. Camera 📷 is okay average. display and touch screen is okay.. Mobile fingerprint key is design scope for improvement.. Currently is quite inside compared to volume key so little discomfort to operate but overall okay value for money 💰,301,battery support awesome charge day camera okay average display touch screen okay mobile fingerprint key design scope improvement currently inside compare volume key little discomfort operate overall okay value money
You get what you pay for,4,Good and no regrets for what it does.It's worth for what you pay for. Happy with the cameras and battery life.,110,good regret worth pay happy camera battery life
Speaker issue n wifi issue of M12,1,I bought 2 phones of Samsung M12 from 2 different dealers..this black phone I ordered has a speaker issue and is having a very poor wifi connectivity range.im not happy as I have got this 1 piece damaged and couldn't exchange or rectify.i am under warranty but I'm unable to exec,279,buy phone samsung different dealer black phone order speaker issue have poor wifi connectivity happy get piece damage exchange warranty unable exec
Galaxy mobiles always  good,4,"Good product from Samsung I like this productExcellent battery life,very good phone for daily usage.In this budget  this is good and awesome. Audio quality is good,display is above average.All Samsung apps support  to this device also good ms office apps also supported.Totally it is worth to money.",299,good product samsung like productexcellent battery life good phone daily budget good awesome audio quality good display samsung app support device good ms office app worth money
F12 makes more sense....,4,I bought this phone because it's battery backup is good and 128 gb memory... Camera is not up to the mark... But ok.. But samsung f12 make more sense to buy.. All the features are same except the Processor... And f12 is cheaper also.. I say go for it or u can also check samsung f12 it will save your money a little...,318,buy phone battery backup good gb memory camera mark ok samsung sense buy feature processor cheap u check samsung save money little
Amazing phone,4,"Bought it for my father, the deal was amazingly cheapbut phone is great!!. Camera is very clear and screen quality is very good.Fingerprint sensor is placed on the side so feels a bit difficult but overall the product is very nice.i would definitely recommend.",260,buy father deal amazingly cheapbut phone great camera clear screen quality sensor place feel bit difficult overall product definitely recommend
I didn't like this phone at all instead of it would have been better if had gone for Vivo y12s,1,The phone is the worst one. I wish i had chance to choose another mobile. It did not yet pass one month even at the time of return of the first phone.. I' m ready to sell this phone. I'm not all content with this phone in case of Camerala quality. I just got 3680 rs.. for exchange of m12 phone. I'm ready to sell it.,317,phone bad wish chance choose mobile pass month time return phone m ready sell phone content phone case camerala quality get rs exchange phone ready sell
Nice for elder people,5,"Very much nice phone for the older people or parents, because they wont play games, so without games rest all are ok",116,nice phone old people parent will not play game game rest ok
Bakwas charger,2,Within 1 week charger gone dead. Handset has no any problem. But at that time handset was not charging. I was very disturbing.,126,week charger go dead handset problem time handset charge disturbing
BAD Camera but other is good,2,I don't know why samsung did thing like this. They make a good phone but I don't know why 1 thing they always downgrade. In this phone the camera is wrost even other mobile 8 mp is better than its 48 mp. Rest all is good in this range,234,know samsung thing like good phone know thing downgrade phone camera wrost mobile mp well mp rest good range
Bad product,1,This product is defective. Camera and touch response very bad.battry time only 1hour. And delivery boy is not delivered parsel at my home.10 km away from my home and he ask and take order.,188,product defective camera touch response time delivery boy deliver parsel km away home ask order
Overall a decent phone .,4,Liked the storage and camera quality is decent don't use the camera much so does not matter. Lot of blotware which installs unwanted apps.No option to take screenshots have to press the volume and power button.,210,like storage camera quality decent use camera matter lot blotware install unwanted option screenshot press volume power button
Ok product,4,Brought if for my Mom. She is using it now. Camera is ok. Battery life is not like as we expected. No overheating. Sound quality good. My brother uses it for playing games also. He didn't find any drawback. That's it,216,bring mom camera ok battery life like expect overheating sound quality good brother use play game find drawback
Third class product,1,Third class product.Camera quality So poor.Front camera and rear camera both  quality very poor.very basic camera app.Only  battey back up is good.Not recommended. Better buy any redme phone.So poor quality  product,215,class quality camera rear camera quality basic camera battey recommend well buy redme poor quality product
Great purchase,5,Best phone to buy in this price range .Battery backup is awesome. Phone body is good . Camera is decent OK OK types.Powered by Knox security.,141,good phone buy price range backup awesome phone body good camera decent ok ok knox security
Headset not in box.,3,"The description said in box headset, charger, and manual will come in box with this phone, but headset is not there.",116,description say box headset charger manual come box phone headset
Not a good option from Samsun,2,"Received the mobile on the launch dateCamera is averageBattery seems goodSeems some resolution issue , Youtube or Facebook videos are not showing in better qualityThere is no magnetic sensor (the compass app not working )Sound seems very low (speaker) for calls and songs",271,receive mobile launch datecamera averagebattery goodseem resolution issue youtube facebook video show well qualitythere magnetic sensor compass app work sound low speaker call song
Too heavy and frequent heating issue,1,The phone is too too heavy.Not sure if that is just coz of the battery or wrong product design.It's getting heated too early when we put it on charge. Edited after a use of fee months and the experience is getting bad to worse.,227,phone sure coz battery wrong product getting heat early charge edit use fee month experience get bad bad
Below Average mobile phone,2,some features need to be added and improved. Some software does not update. Even its own firmware does not update. Now i have to visit samsung service centre. Really disappointing.,180,feature need add improve software update firmware update visit samsung service centre disappointing
Worstest product of samsung,1,"Very worst product.lagging.battery written 6000 mah but not works for even a day. Battery drainage problem. No sensor gyroscope, written one UI 3.1 but gives core version of UI. Never buy this phone never. Don't buy samsung cheap phone they are always worst. Even redmi go has better feature then this cheap phone.",314,bad write mah work day battery drainage problem sensor gyroscope write ui give core version ui buy phone buy samsung cheap phone bad redmi well feature cheap phone
Here is my  honest opinio,2,CON:1.it is heavy2.Refresh rate not as per specifications.3.Camera quality is  not @per specifications  48 megapixcel.4.Display AveragePRO1.Battery life is a brilliant2.Voic Quality is  OK,188,rate quality specification life quality ok
worst picture quality do not buy,1,"do not buy any samsung mobile from the amazon they are just fooling yhe prople on the name of return policy ,camera picture quality is worst than 5 mega pixle5 camera howrver they are not ready to return , bad experience with samsung i bought first mobile of samsung very bad",275,buy samsung mobile amazon fool yhe prople return policy camera picture quality bad mega camera howrver ready return bad experience samsung buy mobile samsung bad
Great for the cost,5,"If you want a basic phone which satisfies the needs, go for it.Although some might find it too big& bulky for its size.",119,want basic phone satisfy need find big bulky size
Wi-Fi band not supported,1,Horrible! The phone doesn't support dual band in wifi. So we can connect only 2.4 and not 5. How ridiculous of the company to not be even honest about it,153,horrible phone support dual band wifi connect ridiculous company honest
Best battery and camera,5,"I bought this phone for my father. What a best phone, Clean interface, easy to use,best battery (I charged full 2 days back and still battery running 50%, happy) best camera performance.",186,buy phone father good phone clean interface easy use good battery charge day battery run happy good camera performance
Very good phone,5,Its a very good phoneThe camera quality is very good whoever has written worst camera actually dont know how to use itSomeone interested in this phone can definitely buty it as it is very good phone . Design is also very good and in hamd feel is very good fits perfectly well in our hand,287,good phonethe camera quality good write bad camera actually not know use itsomeone interested phone definitely buty good phone design good hamd feel good fit perfectly hand
Good Budget Mobile Handset,4,"I was looking for a budget mobile handset with decent battery back up and enough internal storage. I must say I got what I was looking for. I have purchased this one few days back , so it's quite tough to write anything in details. But in short I can say first impression is not so bad.",286,look budget mobile handset decent battery internal storage get look purchase day tough write detail short impression bad
Display is mediocre but at this price it is okay,4,Display not up to the mark. But with dedicated SD slot you can expand memory and also have two SIMs. Meets my requirement and quite happy with the product.,155,display mark dedicated sd slot expand memory sim meet requirement happy product
Best phone in this budget,5,"The media could not be loaded.
                




   Pros-Excellent phone in budget. Good camera quality, even in night (No night mode, only tubelight or flash). Battery is awesome.Con-mobile is bulky.",203,medium load pro excellent phone budget good camera quality night night mode tubelight flash battery mobile bulky
"Poor package and delivery by Amazon ,lots of dents in the phone box",3,"An average phone with average camera  and feels heavy, don't expect too much with quad cameraFrom the first day of usage itself I feel a bit sluggish in every way",162,average phone average camera feel heavy expect quad camerafrom day usage feel bit sluggish way
Overall Performance is worst,3,Camara Quality very worst  like 2MP..Performance is not that much level. Quality level not comparable from Sumsung old brand..Battery also 6000Mah  but comparable @4000 Mah..All specifications given high level and performance is low.How it was  certified the specifications..,275,camara quality bad like performance level quality level comparable sumsung old brand battery comparable mah specification give high level performance certify specification
Camera quality  and processor,1,Don't  buy this phoneThere is everything wrong with  this phoneCamera ( even my 5mp front( of Samsung j7) camera is better than there 8 mp front cameraAnd also i hardly  used it for 10 minute  and it started  heatingDidn't  expect  this type of think from Samsung,263,buy phonethere wrong phonecamera samsung camera well mp cameraand hardly minute start expect type think samsung
Not recommend for purchase as the phone hangs and camera quality is not good,1,Not a good phone.Camera quality not goodPhone hangs at timesWhen it hangs nothing works and you don't have any option other than to wait till the system error is resolved on its own.. Not recommended for purchase,212,good quality goodphone hang timeswhen hang work option wait till system error resolve recommend purchase
Samsung Galaxy M12,5,Phone was of very good quality.  Camera quality is okay okay.. but it's overall good for someone who has minimal usage. Battery life is also upto the mark. Go for it if you don't have heavy usage with your phone.,212,phone good quality camera quality okay okay overall good minimal usage battery life upto mark heavy usage phone
My pice is not working properly. But others may not in this series,3,I facing problems since starting. Up to 5 days worked good. After that it is not connecting to the network properly and voice disturbances several times. Majorly it going to auto switch off and some time restart.,212,face problem start day work good connect network properly voice disturbance time majorly go auto switch time restart
Worst Product,1,"Worst product, I had seen purchased last month and now screen is not working, cusotmer centre saying that phone is bend......how's that possible as I hadn't kept the same in pocket even till now",194,bad product seen purchase month screen work cusotmer centre say phone bend possible keep pocket till
Average,4,No doubt mobile just awesome. But camera quality below average. I have Samsung galaxy j7 nxt. Better picture from M12,117,doubt mobile awesome camera quality average samsung galaxy nxt well picture
Depends on your needs,4,"If you want a good battery life, good fingerprint scanner and a good-really good camera for a budget, then this is the way to go.P.s  this phone looks pretty dope actually. I LOVE THE blue color. Blue is samsung's natural colour",228,want good battery life good fingerprint scanner good good camera budget way phone look pretty dope actually love blue color blue samsung natural colour
Toatally lost of your money,2,After 6 month of purchase..I reviewed for this smartphone plz guy dnt buy it. Totally waste of money. Camera quality not good. Phone heating issue several time without any load on its OS. WTF. . paise barbad. 🙁,210,month purchase review smartphone plz guy dnt buy totally waste money camera quality good phone heating issue time load os wtf paise barbad
Average device,3,"Not going in detail regarding the device, already a lot has been said.Average device, but with a premium feel.Point of concern- The camera!! Will bring tears to your eyes. 64 MP maybe the talking point, but the sensor is absolute crap.",235,go detail device lot device premium camera bring tear eye mp maybe talking point sensor absolute crap
Best Deal for 10k,5,Brought this for my uncle..Overall satisfied with the product..Got this for 10.5k during the sale go for it if you are looking for a mobile in 10k range..Would not suggest for heavy gaming.. good for Day to day use.,215,bring uncle overall satisfied product get sale look mobile range suggest heavy gaming good day day use
Worth buy decent features,5,Battery life for 2 and half days easily.Ample memory and storageCamera quality good. Can be with more zoom. Samsung reliability,127,battery life half day memory storagecamera quality good zoom samsung reliability
Not worth,3,Just worth @8500 rupees.Lot of software glitches.Battery backup for 1 and half days on moderate use.,100,worth software backup half day moderate use
"बकबास फ़ोन,  पैसे खड्डे में गए",1,"Worst phone.  एक दम बकबास है,  स्क्रीन शॉट सिस्टम बहुत ख़राब है,  स्क्रीनशॉट लेते समय अपने आप safe mode में चला गया,  data डिलीट करने के बाद भी start nhi hua.ऊपर से lockdown,  चार्जिंग बहुत slow",193,bad phone एक दम समय आप safe mode datum start nhi lockdown slow
Value for Money Of All angles,5,Samsung best product value for Money for All angles battery life and camera is a very good andside mounted fingerprint sensor is a very fast and face unlock is a very fast so enjoyable phone All of goodThank you Amazon And Samsung.,231,samsung good product value money angle battery life camera good andside mount fingerprint sensor fast face unlock fast enjoyable phone goodthank amazon samsung
Bad quality of Camera and Display,1,"Very disappointed from this mobile, display quality is bad, camera is not like 48MP overall feel is not good with this mobile..",127,disappointed mobile display quality bad camera like overall feel good mobile
Best mobile in this price range.,5,Excellent product. Value for money. Camera is good. Battery backup good. Fast charging. No hanging & heating problem. Display quality excellent.,144,excellent product value money camera good battery backup good fast charging hanging heating problem display quality excellent
Monster reloaded🤗,5,"Using this mobile for past one week and, all I could say is this will never disappoint you. Battery is excellent. Rear camera is good than what I expected. I love the look of the mobile and sound quality is good. It supports Dolby Atmos which is good. U can definitely go for it without any second thoughts.",307,mobile past week disappoint battery excellent rear camera good expect love look mobile sound quality good support dolby atmo good u definitely second thought
Heating issue...and camera quality is very poor,1,When i on internet that time mobile is overheating issue...and camera quality is very poor... Please dont buy this phone,120,internet time mobile overheat issue camera quality poor not buy phone
Sound quality is bad,3,Not a bad phone but sound quality is very low even with loudspeaker on.This is very bad for this mobile.When  more than 2 people are connected on whatsapp conference mobile goes on mute and other people can't hear our voice.,224,bad phone sound quality low loudspeaker bad people connect whatsapp conference mobile go mute people hear voice
Good,4,At this price good try by Samsung. But some thing missing.This is a average mobile for market.Wright now processor should be new like market phone.,147,price good try samsung thing average mobile processor new like market phone
So far so good,4,"Phone is good but it's very heavy, just because it has 6000mah battery , phone battery make it lil bit thik which is uncomfortable",130,phone good heavy battery phone battery lil bit thik uncomfortable
Good product in low budget,4,"The media could not be loaded.
                




   I got this product at 9k after discount . The fingerprint sensor is worst whereas battery and camera are ok. The screen function lags sometime but after latest update few of the bugs solved",244,medium load get product discount fingerprint sensor bad battery camera ok screen function lag late update bug solve
Not so good but value for money buy at below 10500/ Only.,3,Not so fast as expected.It’s back camera is higher qualityBut it’s Front camera is very low quality.Buy it for 1 yr next generation 5 GIs coming for better experience...,169,fast camera high qualitybut camera low yr generation gis come well experience
Not happy,1,Im giving one star bcz it is necessarily too select  star den only  we cn write reviewReally  unhappy  with dis phone 😑🤢😡😡😡🤬Battery  life is not good at allCamera quality is also very poorWhile using  d phone  it get heat upEven while charging  time it heat up...,263,m give star bcz necessarily select star den cn write reviewreally unhappy dis phone battery life good allcamera quality poorwhile d phone heat upeven charge time heat
awesome phone in its segemnt,5,"i purchased M12 this week 6gb ,128 gb. i amazed about the battery back up . it has excellent speed while browsing .In this price range , no best model avaialble . earlier i have been using A70 which is high end but still M12 is performing same. thanks samaung for the wonderful research for this product..",305,purchase week gb gb amaze battery excellent speed browse price range good model avaialble early high end perform thank samaung wonderful research product
"In this budget ,the phone is nice and worth the money",5,The battery life is appreciable and also it looks nice (just a little heavy ) . It works smoothly but for some reasons it doesn't feel like 90hz . The camera is average and i expected better but in this price range it's not a very big flaw . The usb cable in the box is really short in length . The fingerprint sensor works good.,329,battery life appreciable look nice little heavy work smoothly reason feel like camera average expect well price range big flaw usb cable box short length fingerprint sensor work good
Samsung galaxy M12,5,"Camera quality very good , currently I am attending online classes and at the end of the day Charing is 13 - 15% left . You can go for it .",139,camera quality good currently attend online class end day charing leave
Good Product !,5,"I am using this model from past 2 months. Good product by specs and everything, this is the best you can get in terms of battery life, speed and camera. Only one con is that for 6000 mAH battery it feels a bit bulky but you will get used to it.",244,model past month good product spec good term battery life speed camera con mah battery feel bit bulky
Total Fraud,1,6 months free replacement offered to prime members is a total fraud. Neither Amazon or their partner Savex technologies respond.,128,month free replacement offer prime member total fraud amazon partner savex technology respond
Blotware type,2,If you want full control of your phone.. don't buy this one. This phone work on its own...it will download many apps which you don't even know without asking you... So be aware...,179,want control phone buy phone work download app know ask aware
Uncomfortable to use as it is having 221g of weight,3,Overall performance is good but the display resolution is 720p which is the worst part of mobile.Camera is OK.90hz refresh rate is good.Fingerprint sensor is great.Eventually I would not recommend to buy this mobile if you are not samsung lover.In this price range there are other good option too.,297,overall performance good display resolution bad refresh rate sensor recommend buy mobile samsung price range good option
Worth money,4,Not such a bad product with in this budget it will perform a heavy1-camera wise its ok dont expect much2-battery life superb no doubt3-finger print is quite difficult to use my suggest is to place it on back then it will be good4-over all worthy product,253,bad product budget perform camera wise ok not expect battery life superb finger print difficult use suggest place worthy product
Fast delivery  boy good,2,"Charger  hitting proplme and prosser  bad  and video recording  sitting nahi h and app drawer  sitting nahi h very poor quality, good  fingerprints , good  battery,  camera low quality",184,charger hit proplme prosser bad video recording sitting nahi h app drawer sitting nahi h poor quality good fingerprint good battery camera low quality
The worst product.,1,"M12 has very worst lcd display which is not even good for the eyes.camera quality is worst,video quality is not so good.Generally if you are thinking that product has many features then you will be mistaken.not worth of money so choose a better and high end product in Samsung.",277,bad lcd display good quality bad video quality think product feature worth money choose well high end product samsung
Amazon service,1,The phone is too heavy to handle camera is too poor battery ok. Overall Amazon service is bad I tried to return product but before delivery but no option to return and process refund even customer service also bad because I paid online I have to product even though I didn't like really disappointed 😞,301,phone heavy handle camera poor battery ok overall amazon service bad try return product delivery option return process refund customer service bad pay online product like disappointed
Good battery life,5,Good budget phone for normal user. Great battery life. General samsung performance.Used for 2 months. If your bugets fits will recommend this phone.Not for Gamers :). Go away gamers from this device.,199,good budget phone normal user great battery life general samsung month buget fit recommend gamer away gamer device
Not worth buying,2,"Product was bought without physically checking it. I preferred Samsung over Chinese phone but their phone design is far better than Samsung in same budget. Screen is too big to hear any call, speakers are very bad, overall design is not very good, heavy to handle.",264,product buy physically check prefer samsung chinese phone phone design far well samsung budget screen big hear speaker bad overall design good heavy handle
Good battery backup and fast performance,4,Decent phone with good battery back up more than 1 day with good usage. Design is good to hold in hand. Screen is good. Touch is good. Camera is ok types with decent pics in daylight however in artificial light its average.Overall a decent buy at this price.,258,decent phone good battery day good usage design good hold hand screen good touch good camera ok type decent pic daylight artificial light decent buy price
Not as expected samsung still could better in this price,3,"Hangs a bit but other wise it's a decent buy for a normal user camera is average this review is afer a months use  samsung apps are useless only taking up space, battery is good",177,hang bit wise decent buy normal user camera average review afer month use samsung app useless take space battery good
Except Good Battery ...phone is too slow too perform,2,1.Poor Display2.Poor Camera.3.Too much slow performance is too poor4.Plastic quality.5.No Gorilla Glass.6.Poor Toch for FingprintGood1.Good Batter Life,151,slow performance gorilla toch batter life
Average mobile in all aspects,3,"Not a good mobile, not expected this kind of mobile from Samsung.Battery - not standing even a day.Full charging takes 3 hours to charge battery.Camera quality is not good.Mobile fast- working with 2gb ram speed instead 4gb ram",227,good mobile expect kind mobile stand charging take hour charge quality work gb ram speed instead gb ram
Good enough,4,"High level - it's goodCons -It feels like so much weight.While using much time, it becoming slow.Camera is but slow compared to other android's.Pros -Great design.Much battery life.Big screen to view movies & games.",215,high level goodcon feel like time slow compare battery screen view movie game
"Good Phone, Worst Camera, Poor display",2,Performance is good but Camera is very poor and 90 h display is not helping in making a undersaturated display little fun in daily use.In this price range go for Mi,164,performance good camera poor h display help make undersaturated display little fun daily price range mi
Good but not excellent,4,"Finger print reading is fast and battery life is good, camera quality should be improved. One can go for this mobile, expect camera all features are reached expectations.",170,finger print reading fast battery life good camera quality improve mobile expect camera feature reach expectation
This phone is great at this price range of under 11k.,4,"This phone is great at the price range of under11k . This phone has good camera, battery is awesome and the 90 hz display is great but the pros in this phone is it does not have gyroscopic sensor which is to be their at this price range also at this price range they should provide us a good display.",300,phone great price range phone good camera battery awesome hz display great pro phone gyroscopic sensor price range price range provide good display
Not Good,2,Camera and battery is ok but speed of processor in not satisfactory.After a month use of mobile touch screen not sensing properly.,130,camera battery ok speed processor month use mobile touch screen sense properly
Disgusting product,1,Don't buy this mobile.This Mobile don't have very common senser like megnatometer.It does not properly work. Map compass not workMany time open another app automatically.Service center didn't fix this problem. He said me this type of problem are general in Samsung smartphone.,276,buy mobile common senser like properly work map compass workmany time open app center fix problem say type problem general samsung smartphone
Nice,5,Battery is too good at its performance. Camera was as it is specified in the specs. Display is also good,104,battery good performance camera specify spec display good
Great Deal from Samsung,5,"I loved it, Great Battery life , Screen Quality,  and Camera Quality is also Good. I'm happy with the product.",110,love great battery life screen quality camera quality good happy product
It is hanging and speaker not working properly,1,"I purchased 6gb, one week back, but still it is hanging and speaker not working properly,  sometimes it plays as beep noise. Samsung becomes worst quality nowadays,",164,purchase gb week hang speaker work properly play beep noise samsung bad quality nowadays
Not Good Mobile,1,Fingerprint Scanner still i unable to find. Very Slow gets stuck while using. Dont waste money instead add some more money and buy good mobile,142,fingerprint scanner unable find slow get stick not waste money instead add money buy good mobile
Worst experience,1,Worst experience. First time received phone with speaker issues and second time on replacement received damaged peice.Worst standard of quality by a big brand name.,164,bad experience time receive phone speaker issue second time replacement receive damage standard quality big brand
Best Phone in this range,5,I am using it since a month.. and it is working very smoothly..Fingerprint reader is very goodBack Camera is Bestt.. and selfie camera is GoodPerformance is best for a normal user .. I am not using it for gaming or anything like that..Normal user can buy it without any doubt,275,month work smoothly fingerprint reader goodback camera bestt selfie camera goodperformance good normal user gaming like normal user buy doubt
Good product,4,The overall phone is good big display big battery life and fingerprint sensor is fast enough camer peformance is good in day lighting condition but if lighting conditions are not good then picture will be below average also the processor is only capable of daily task it is not ment for heavy taking,299,overall phone good big display big battery life fingerprint sensor fast camer peformance good day lighting condition lighting condition good picture average processor capable daily task ment heavy taking
Best mobile in this price range,5,"I purchased this mobile in Deepawali offer in just 9000 Rs. No equivalent phone is available in this price range. Want to buy second one but the price is high now. Battery last longer than one day, finger print sensor is on side button, camera quality is great.",261,purchase mobile deepawali offer rs equivalent phone available price range want buy second price high battery long day finger print sensor button camera quality great
quality as expected,4,pros-good build quality-nice battery-fast charging-nice interface fully customizable-edge panel comes in handycons-no gesture support for media and other functions-face recognition is very slow-no 5ghz wifinote:after more than a month use,238,pro good build quality nice battery fast charging nice interface fully customizable edge panel come handycon gesture support medium function face recognition slow wifinote month use
Superb Battery backup......Great.,4,Brought this M12 Samsung device on 19th Mar 2021. Device is excellent/ responding quickly / no heating even after continuous usage for 4 hours / Good battery backup.  I feel only one drawback that is the battery charging.....it's taking 2.5 hour's for full charge but Samsung saying Fast Charging.  Good to buy.,311,bring samsung device mar device respond quickly heating continuous usage hour good battery backup feel drawback battery charge take hour charge samsung say fast charging good buy
Value for money!,5,An initial impressionPros:Excellent battery life; low power consumption due to the advanced 8nm designGood displaySufficient processing power for an entry level phoneMost bloatware can be uninstalled,199,initial impressionpro excellent battery life low power consumption advanced nm designgood displaysufficient processing power entry level phonemost bloatware uninstalle
Phone is good but camera quality is poor and heavy weighted.,4,"Overall phone quality is good except camera is only 13 megapixel in stead of 48 megapixel.That is cheatibg by samsung with customers so please stop. I have purchased in 8549 Rs. OnlyBattery backup,fingers lock ,face lock is very good and working smoothly.",255,overall phone quality good camera megapixel stead cheatibg samsung customer stop purchase rs onlybattery backup finger lock face lock good work smoothly
Worst phone. Trapped..not getting network on it,1,"Please don't choose this phone, sim not working on it. Not taking network properly.no internet no clear phone calls even can't send message...we changed network but no use...but the same sim working perfectly on other phones.. I am trying to call customer support...no use at all there",285,choose phone sim work take network internet clear phone call send message change network use sim work perfectly phone try customer support use
The worst camera at 10k mobile range ever,1,"Overall performance of the mobile is averageWe are not expecting  from Samsung for making fool to customer in camera quality( 48 mobile quad camera )which doesn't better than even 2MP.Doesn't  value  for money.,we will find much better phone at this 10k range.",260,overall performance mobile averagewe expect samsung make fool customer camera quality mobile quad camera well value money find well phone range
Unmatchable made-in-India product,5,"Great phone with brilliant battery life. Worth buying it from a trusted company. The camera and display quality are outstanding. Overall, an unmatchable made-in-India product.",175,great phone brilliant battery life worth buy trust company camera display quality outstanding overall unmatchable india product
Perfect review,2,"(1)-Processor is worst(don't even manage to play background song while downloading any stuff)(2)-audio recording quality is the third class(3)-except for these 2, everything is well.",182,manage play background song download recording quality
Some problems in this mobile.,1,Don't buy this mobile because this Mobile in call spiker in different voice in this mobile . Spiker is so bed and bsnl net work problem in this mobile . Because my simple mobile in bsnl card work properly but Samsung m 12 mobile in bsnl card not work properly.,260,buy mobile mobile spiker different voice mobile spiker bed bsnl net work problem mobile simple mobile bsnl card work properly samsung m mobile bsnl card work properly
Amazon is not accepting it back to exchange with other mobile,1,"Average phonePros: Just good battery and big screenCons: very poor camera, heating while chargingI want to exchange this junk to another phone but it doesn’t show up on the list of exchanges on amazon.",201,average phonepro good battery big screencon poor camera heating chargingi want exchange junk phone list exchange amazon
in this phone every time calling problem.. plz dont..,2,i like battery and look.display is not good as amoledperformance is also not goodand finally calling is have worst in every time.... i m too disappointed with his calling performance..,184,like battery good amoledperformance goodand finally call bad time m disappointed calling performance
Review,3,Phone is very heavy and becomes uncomfortable to hold during a long call.. camera quality is also sub par,105,phone heavy uncomfortable hold long camera quality sub par
